0.001932708,-9.0,-13.0,-18.0,-6.0,22.0,4.0
0.015609583,-9.0,-13.0,-18.0,-6.0,22.0,4.0
0.021785572,-9.0,-14.0,-17.0,-6.0,21.0,5.0
0.031785574,-10.0,-14.0,-20.0,-7.0,21.0,2.0
0.040105727,-10.0,-14.0,-20.0,-7.0,21.0,2.0
0.054754376,-11.0,-13.0,-18.0,-8.0,22.0,4.0
0.05840411,-10.0,-12.0,-14.0,-7.0,23.0,9.0
0.06876739,-12.0,-14.0,-17.0,-9.0,21.0,6.0
0.08128484,-10.0,-13.0,-16.0,-6.0,22.0,6.0
0.08947771,-10.0,-13.0,-16.0,-6.0,21.0,6.0
0.10058495,-11.0,-13.0,-18.0,-7.0,21.0,3.0
0.11131328,-9.0,-11.0,-16.0,-5.0,23.0,5.0
0.12855901,-9.0,-12.0,-20.0,-5.0,22.0,1.0
0.14262033,-11.0,-12.0,-20.0,-7.0,22.0,1.0
0.14954464,-10.0,-12.0,-20.0,-6.0,22.0,2.0
0.16028547,-12.0,-10.0,-20.0,-8.0,23.0,2.0
0.17028548,-12.0,-13.0,-20.0,-8.0,20.0,3.0
0.18028547,-12.0,-13.0,-20.0,-8.0,20.0,3.0
0.1917923,-12.0,-13.0,-20.0,-8.0,20.0,3.0
0.19868813,-14.0,-12.0,-20.0,-9.0,21.0,4.0
0.20921291,-13.0,-10.0,-21.0,-8.0,23.0,4.0
0.2192129,-12.0,-8.0,-19.0,-6.0,25.0,6.0
0.22921291,-12.0,-8.0,-19.0,-6.0,25.0,6.0
0.23921292,-12.0,-8.0,-19.0,-6.0,25.0,6.0
0.24885896,-12.0,-8.0,-19.0,-6.0,25.0,6.0
0.2597549,-15.0,-8.0,-21.0,-9.0,25.0,5.0
0.26789546,-14.0,-10.0,-26.0,-8.0,22.0,5.0
0.27789545,-14.0,-6.0,-23.0,-7.0,25.0,3.0
0.28789547,-14.0,-6.0,-23.0,-7.0,25.0,3.0
0.29875642,-14.0,-6.0,-23.0,-7.0,25.0,3.0
0.31242025,-16.0,-4.0,-25.0,-8.0,26.0,2.0
0.31609458,-11.0,-3.0,-27.0,-3.0,26.0,2.0
0.3260264,-14.0,-3.0,-28.0,-6.0,25.0,2.0
0.33603668,-13.0,-2.0,-28.0,-5.0,25.0,1.0
0.34722987,-14.0,-2.0,-29.0,-6.0,24.0,1.0
0.35946015,-12.0,-2.0,-27.0,-5.0,25.0,4.0
0.36803532,-16.0,1.0,-33.0,-9.0,25.0,4.0
0.38311127,-14.0,1.0,-33.0,-7.0,24.0,4.0
0.39781395,-12.0,5.0,-31.0,-5.0,27.0,3.0
0.40750578,-12.0,4.0,-32.0,-5.0,24.0,3.0
0.41555375,-11.0,7.0,-33.0,-4.0,25.0,3.0
0.42519218,-10.0,9.0,-31.0,-3.0,26.0,5.0
0.4340701,-10.0,9.0,-31.0,-4.0,25.0,5.0
0.44492167,-11.0,11.0,-32.0,-6.0,26.0,4.0
0.453831,-10.0,11.0,-33.0,-5.0,25.0,3.0
0.46447355,-9.0,14.0,-32.0,-5.0,27.0,4.0
0.47510406,-11.0,14.0,-35.0,-7.0,25.0,1.0
0.48682588,-9.0,13.0,-35.0,-5.0,23.0,2.0
0.49682587,-9.0,17.0,-35.0,-5.0,26.0,2.0
0.5079471,-9.0,17.0,-35.0,-5.0,26.0,2.0
0.5179471,-4.0,19.0,-34.0,-1.0,26.0,5.0
0.52794707,-4.0,19.0,-34.0,-1.0,26.0,5.0
0.53794706,-4.0,19.0,-34.0,-1.0,26.0,5.0
0.5511416,-4.0,19.0,-34.0,-1.0,26.0,5.0
0.5566628,-3.0,25.0,-30.0,-1.0,27.0,8.0
0.5666628,-2.0,23.0,-33.0,-1.0,24.0,5.0
0.5808461,-2.0,23.0,-33.0,-1.0,24.0,5.0
0.59084606,-2.0,30.0,-27.0,-2.0,29.0,10.0
0.59952116,-2.0,30.0,-27.0,-2.0,29.0,10.0
0.60952115,5.0,32.0,-26.0,-2.0,28.0,10.0
0.61952114,5.0,32.0,-26.0,-2.0,28.0,10.0
0.62647027,5.0,32.0,-26.0,-2.0,28.0,10.0
0.63647026,10.0,41.0,-21.0,2.0,34.0,12.0
0.64647025,10.0,41.0,-21.0,2.0,34.0,12.0
0.6564703,10.0,41.0,-21.0,2.0,34.0,12.0
0.6697536,10.0,41.0,-21.0,2.0,34.0,12.0
0.67380196,13.0,46.0,-13.0,2.0,32.0,15.0
0.683802,13.0,41.0,-14.0,-1.0,24.0,12.0
0.69634867,13.0,41.0,-14.0,-1.0,24.0,12.0
0.70634866,15.0,42.0,-10.0,-3.0,21.0,12.0
0.71634865,15.0,42.0,-10.0,-3.0,21.0,12.0
0.72388124,15.0,42.0,-10.0,-3.0,21.0,12.0
0.73388124,19.0,41.0,-10.0,-3.0,19.0,8.0
0.7438812,19.0,41.0,-10.0,-3.0,19.0,8.0
0.7538812,19.0,41.0,-10.0,-3.0,19.0,8.0
0.7638812,19.0,41.0,-10.0,-3.0,19.0,8.0
0.7738812,19.0,41.0,-10.0,-3.0,19.0,8.0
0.7875797,19.0,41.0,-10.0,-3.0,19.0,8.0
0.80451196,19.0,42.0,-7.0,-6.0,24.0,9.0
0.81451195,17.0,39.0,-13.0,-8.0,20.0,2.0
0.82451195,17.0,39.0,-13.0,-8.0,20.0,2.0
0.83451194,17.0,39.0,-13.0,-8.0,20.0,2.0
0.84779906,17.0,39.0,-13.0,-8.0,20.0,2.0
0.85184056,17.0,42.0,-10.0,-8.0,21.0,3.0
0.8618406,15.0,40.0,-13.0,-10.0,19.0,1.0
0.87465143,15.0,40.0,-13.0,-10.0,19.0,1.0
0.8846515,13.0,40.0,-14.0,-10.0,20.0,1.0
0.8946515,13.0,40.0,-14.0,-10.0,20.0,1.0
0.90191007,13.0,40.0,-14.0,-10.0,20.0,1.0
0.91191006,4.0,42.0,-19.0,-18.0,22.0,-1.0
0.9219101,4.0,42.0,-19.0,-18.0,22.0,-1.0
0.9319101,4.0,42.0,-19.0,-18.0,22.0,-1.0
0.9419101,4.0,42.0,-19.0,-18.0,22.0,-1.0
0.9519101,4.0,42.0,-19.0,-18.0,22.0,-1.0
0.96366364,4.0,42.0,-19.0,-18.0,22.0,-1.0
0.9736636,1.0,44.0,-21.0,-14.0,26.0,4.0
