0.0,-0.044493,0.11336,0.898265,0.422242
0.009497135,-0.044718,0.11251,0.8984,0.422159
0.01972401,-0.045243,0.11135,0.898972,0.421192
0.030386928,-0.045761,0.110276,0.898978,0.421404
0.039504062,-0.046192,0.109074,0.899298,0.420988
0.05146453,-0.046633,0.107821,0.89948,0.420873
0.06109083,-0.047201,0.106125,0.899193,0.421854
0.06937922,-0.048298,0.103499,0.899692,0.421316
0.083620414,-0.050301,0.09992,0.9025,0.415906
0.09314328,-0.05184,0.09625,0.903335,0.41477
0.102295786,-0.053347,0.092352,0.905754,0.410163
0.11678651,-0.054483,0.084747,0.90803,0.406608
0.13092963,-0.055295,0.080085,0.911061,0.400618
0.14029354,-0.056376,0.074416,0.914998,0.392506
0.1512414,-0.057166,0.067819,0.916763,0.389457
0.16671766,-0.059542,0.04997,0.921163,0.381333
0.18158402,-0.061386,0.038464,0.924269,0.374804
0.19202709,-0.063638,0.025291,0.926595,0.369771
0.20118828,-0.066395,0.010347,0.929282,0.363204
0.21595135,-0.073244,-0.024892,0.93371,0.349572
0.2298738,-0.077629,-0.045034,0.93412,0.345492
0.2391978,-0.082876,-0.066805,0.932715,0.344542
0.250101,-0.087989,-0.09129,0.933934,0.3342
0.2651057,-0.10189,-0.144331,0.927757,0.328714
0.27352947,-0.108596,-0.174766,0.926815,0.314129
0.28284782,-0.120674,-0.20428,0.91781,0.318324
0.29744282,-0.14191,-0.230523,0.898046,0.346746
0.3113707,-0.153971,-0.263696,0.894205,0.327343
0.32213742,-0.166648,-0.296796,0.889026,0.306222
0.33405286,-0.212408,-0.349278,0.859219,0.307619
0.34596273,-0.252744,-0.361667,0.830825,0.339182
0.35688755,-0.269238,-0.387494,0.825156,0.310605
0.36528456,-0.311885,-0.391276,0.798658,0.334329
0.38073802,-0.329127,-0.411152,0.794012,0.3036
0.39344454,-0.395132,-0.415834,0.762786,0.29851
0.4024289,-0.413568,-0.428445,0.75777,0.266792
0.4094109,-0.447442,-0.392938,0.73323,0.328281
0.41991112,-0.467004,-0.403159,0.729097,0.296287
0.42836645,-0.514753,-0.377043,0.7022,0.315883
0.4396437,-0.533996,-0.385487,0.696682,0.284396
0.44819003,-0.586501,-0.340787,0.662756,0.317227
0.45911577,-0.60388,-0.347913,0.657016,0.287426
0.47413015,-0.667992,-0.289697,0.614925,0.302867
0.48564398,-0.681934,-0.290217,0.611575,0.276974
0.49679452,-0.724104,-0.200382,0.572515,0.328245
0.5072302,-0.732576,-0.195233,0.573385,0.310556
0.51794887,-0.756283,-0.091831,0.532299,0.369133
0.5282777,-0.758308,-0.084288,0.536577,0.360482
0.53869295,-0.762307,0.004566,0.499756,0.41123
0.54931176,-0.760666,0.008255,0.505037,0.407745
0.5595731,-0.755868,0.069019,0.476226,0.443967
0.5702874,-0.754693,0.065787,0.481406,0.440859
0.5805562,-0.748343,0.109546,0.456486,0.468616
0.59323335,-0.74702,0.096398,0.462199,0.468016
0.6040623,-0.718645,0.219342,0.371897,0.545095
0.6150786,-0.719649,0.210255,0.369627,0.548882
0.62523097,-0.668443,0.336826,0.249834,0.614258
0.6360942,-0.672565,0.326223,0.24139,0.618841
0.64614516,-0.604173,0.437897,0.106957,0.6571
0.656928,-0.611457,0.423123,0.088491,0.662763
0.666486,-0.537932,0.508627,-0.047897,0.670545
