0.0,-15.0,-16.0,-24.0,-5.0,15.0,5.0
0.013342917,-14.0,-15.0,-23.0,-4.0,16.0,6.0
0.022440676,-15.0,-16.0,-23.0,-5.0,15.0,5.0
0.032019638,-9.0,-11.0,-22.0,-5.0,20.0,6.0
0.04145604,-9.0,-11.0,-22.0,-5.0,20.0,6.0
0.05145604,-16.0,-12.0,-22.0,-7.0,19.0,6.0
0.06273078,-16.0,-12.0,-22.0,-7.0,19.0,6.0
0.07569792,-14.0,-14.0,-23.0,-6.0,16.0,5.0
0.07964739,-14.0,-14.0,-23.0,-6.0,15.0,5.0
0.0905287,-15.0,-13.0,-24.0,-7.0,16.0,4.0
0.10044526,-15.0,-14.0,-23.0,-6.0,15.0,5.0
0.11117666,-13.0,-15.0,-25.0,-4.0,14.0,3.0
0.12325469,-11.0,-12.0,-22.0,-1.0,18.0,7.0
0.13151687,-13.0,-14.0,-25.0,-3.0,16.0,4.0
0.14151688,-14.0,-14.0,-24.0,-5.0,16.0,5.0
0.14967823,-14.0,-14.0,-24.0,-5.0,16.0,5.0
0.16327855,-13.0,-15.0,-25.0,-4.0,15.0,4.0
0.17327854,-15.0,-15.0,-24.0,-6.0,15.0,5.0
0.18327855,-15.0,-15.0,-24.0,-6.0,15.0,5.0
0.19327855,-15.0,-15.0,-24.0,-6.0,15.0,5.0
0.19911125,-15.0,-15.0,-24.0,-6.0,15.0,5.0
0.21328083,-13.0,-13.0,-25.0,-4.0,17.0,4.0
0.219949,-15.0,-11.0,-21.0,-6.0,19.0,8.0
0.23087901,-14.0,-13.0,-24.0,-5.0,17.0,5.0
0.24087901,-12.0,-12.0,-24.0,-2.0,17.0,5.0
0.24922298,-12.0,-12.0,-24.0,-2.0,17.0,5.0
0.26170725,-13.0,-13.0,-25.0,-3.0,16.0,4.0
0.2720823,-13.0,-10.0,-21.0,-4.0,19.0,8.0
0.28092274,-15.0,-10.0,-25.0,-6.0,19.0,4.0
0.29693937,-13.0,-10.0,-28.0,-4.0,18.0,1.0
0.30757993,-12.0,-9.0,-31.0,-3.0,18.0,1.0
0.3177477,-13.0,-8.0,-26.0,-4.0,19.0,5.0
0.3277477,-14.0,-10.0,-27.0,-5.0,16.0,5.0
0.33793658,-14.0,-10.0,-27.0,-5.0,16.0,5.0
0.3489245,-15.0,-6.0,-28.0,-6.0,20.0,5.0
0.35746777,-15.0,-5.0,-30.0,-6.0,20.0,3.0
0.3674678,-15.0,-4.0,-30.0,-6.0,21.0,3.0
0.37989876,-15.0,-4.0,-30.0,-6.0,21.0,3.0
0.38908118,-18.0,-3.0,-31.0,-8.0,21.0,3.0
0.39821404,-16.0,-1.0,-30.0,-6.0,22.0,4.0
0.40752968,-18.0,1.0,-31.0,-7.0,22.0,4.0
0.4177578,-17.0,1.0,-32.0,-5.0,21.0,3.0
0.42735037,-16.0,5.0,-31.0,-4.0,24.0,5.0
0.43752244,-17.0,4.0,-34.0,-5.0,21.0,2.0
0.44729444,-16.0,7.0,-31.0,-3.0,22.0,6.0
0.45746624,-16.0,8.0,-34.0,-4.0,22.0,3.0
0.4667475,-15.0,9.0,-33.0,-3.0,21.0,4.0
0.47525495,-14.0,10.0,-35.0,-2.0,21.0,3.0
0.48653492,-12.0,11.0,-37.0,-2.0,20.0,1.0
0.4957427,-12.0,15.0,-36.0,-1.0,23.0,3.0
0.50701314,-12.0,16.0,-36.0,-2.0,23.0,4.0
0.5173777,-11.0,16.0,-37.0,-2.0,21.0,4.0
0.52737767,-10.0,18.0,-36.0,-2.0,22.0,5.0
0.5367756,-10.0,18.0,-36.0,-2.0,22.0,5.0
0.54845977,-11.0,22.0,-35.0,-3.0,24.0,7.0
0.55854017,-7.0,26.0,-33.0,-3.0,26.0,9.0
0.5699493,-9.0,26.0,-33.0,-3.0,25.0,9.0
0.57477385,-8.0,29.0,-31.0,-2.0,25.0,10.0
0.5841021,-6.0,25.0,-35.0,-1.0,19.0,5.0
0.5959716,-5.0,28.0,-33.0,-1.0,20.0,6.0
0.6057951,-2.0,31.0,-33.0,-1.0,21.0,6.0
0.6157951,-3.0,31.0,-33.0,-1.0,20.0,6.0
0.62637097,-3.0,31.0,-33.0,-1.0,20.0,6.0
0.63745135,-1.0,35.0,-30.0,-1.0,23.0,8.0
0.648108,1.0,38.0,-27.0,-1.0,25.0,11.0
0.65810806,4.0,41.0,-25.0,2.0,26.0,13.0
0.66810805,4.0,41.0,-25.0,2.0,26.0,13.0
0.675222,4.0,41.0,-25.0,2.0,26.0,13.0
0.68522197,8.0,44.0,-21.0,3.0,25.0,14.0
0.69566786,8.0,44.0,-21.0,3.0,25.0,14.0
0.70566785,8.0,42.0,-23.0,3.0,19.0,9.0
0.7190237,8.0,42.0,-23.0,3.0,19.0,9.0
0.7290237,8.0,44.0,-20.0,-3.0,18.0,8.0
0.7390237,8.0,44.0,-20.0,-3.0,18.0,8.0
0.7470838,8.0,44.0,-20.0,-3.0,18.0,8.0
0.7570838,10.0,49.0,-17.0,-2.0,22.0,10.0
0.7654219,10.0,49.0,-17.0,-2.0,22.0,10.0
0.775422,11.0,46.0,-16.0,-3.0,17.0,9.0
0.7879305,11.0,46.0,-16.0,-3.0,17.0,9.0
0.79296756,11.0,46.0,-16.0,-3.0,16.0,8.0
0.80296755,13.0,47.0,-16.0,-2.0,16.0,7.0
0.81712294,13.0,47.0,-16.0,-2.0,16.0,7.0
0.8271229,15.0,46.0,-9.0,-1.0,15.0,13.0
0.8371229,15.0,46.0,-9.0,-1.0,15.0,13.0
0.84427726,15.0,46.0,-9.0,-1.0,15.0,13.0
0.85427725,15.0,50.0,-9.0,-2.0,19.0,11.0
0.8640642,15.0,50.0,-9.0,-2.0,19.0,11.0
0.8740642,15.0,46.0,-7.0,-4.0,14.0,9.0
0.8876566,15.0,46.0,-7.0,-4.0,14.0,9.0
0.9049273,17.0,53.0,-4.0,-2.0,21.0,10.0
0.9149273,16.0,52.0,-1.0,-4.0,20.0,11.0
0.9249273,16.0,52.0,-1.0,-4.0,20.0,11.0
0.93233985,16.0,52.0,-1.0,-4.0,20.0,11.0
0.94233984,18.0,52.0,-1.0,-3.0,18.0,9.0
0.9527351,18.0,52.0,-1.0,-3.0,18.0,9.0
0.9627351,18.0,50.0,-3.0,-3.0,15.0,5.0
0.9761128,18.0,50.0,-3.0,-3.0,15.0,5.0
0.9861128,17.0,50.0,-3.0,-5.0,15.0,4.0
0.99611276,17.0,50.0,-3.0,-5.0,15.0,4.0
1.0041866,17.0,50.0,-3.0,-5.0,15.0,4.0
1.022014,17.0,51.0,-1.0,-5.0,16.0,6.0
1.0320141,16.0,51.0,-6.0,-6.0,16.0,1.0
1.0420141,16.0,51.0,-6.0,-6.0,16.0,1.0
1.0515875,16.0,51.0,-6.0,-6.0,16.0,1.0
1.0615876,17.0,52.0,-6.0,-4.0,17.0,2.0
1.072992,17.0,52.0,-6.0,-4.0,17.0,2.0
1.082992,19.0,52.0,-4.0,-2.0,17.0,5.0
1.092992,19.0,52.0,-4.0,-2.0,17.0,5.0
1.102992,19.0,52.0,-4.0,-2.0,17.0,5.0
1.1120554,19.0,52.0,-4.0,-2.0,17.0,5.0
1.1286494,19.0,55.0,-2.0,-2.0,18.0,7.0
1.1386493,12.0,56.0,-5.0,-10.0,19.0,4.0
1.1486493,12.0,56.0,-5.0,-10.0,19.0,4.0
1.1617336,12.0,56.0,-5.0,-10.0,19.0,4.0
1.1717336,17.0,55.0,-5.0,-5.0,17.0,9.0
1.1802646,17.0,55.0,-5.0,-5.0,17.0,9.0
1.1902646,13.0,57.0,-1.0,-8.0,19.0,7.0
1.2002646,13.0,57.0,-1.0,-8.0,19.0,7.0
1.2102646,13.0,57.0,-1.0,-8.0,19.0,7.0
1.2227463,13.0,57.0,-1.0,-8.0,19.0,7.0
1.23871,15.0,55.0,-2.0,-7.0,16.0,5.0
1.24871,13.0,53.0,-5.0,-8.0,13.0,2.0
1.25871,13.0,53.0,-5.0,-8.0,13.0,2.0
1.2637924,13.0,53.0,-5.0,-8.0,13.0,2.0
1.2813277,14.0,57.0,-3.0,-5.0,18.0,5.0
1.297996,14.0,55.0,-4.0,-4.0,17.0,5.0
1.307996,12.0,53.0,-7.0,-6.0,14.0,2.0
1.3223971,12.0,53.0,-7.0,-6.0,14.0,2.0
1.3323971,10.0,57.0,-3.0,-8.0,18.0,7.0
1.341428,10.0,57.0,-3.0,-8.0,18.0,7.0
1.3514282,7.0,58.0,-8.0,-10.0,20.0,3.0
1.3614281,7.0,58.0,-8.0,-10.0,20.0,3.0
1.3689991,7.0,58.0,-8.0,-10.0,20.0,3.0
1.3789991,9.0,55.0,-9.0,-6.0,16.0,1.0
1.3889992,9.0,55.0,-9.0,-6.0,16.0,1.0
1.3989992,9.0,55.0,-9.0,-6.0,16.0,1.0
1.4089992,9.0,55.0,-9.0,-6.0,16.0,1.0
1.4153913,9.0,55.0,-9.0,-6.0,16.0,1.0
1.4253913,10.0,52.0,-10.0,-3.0,12.0,2.0
1.439932,10.0,52.0,-10.0,-3.0,12.0,2.0
1.449932,10.0,57.0,-9.0,-3.0,19.0,4.0
1.4599321,10.0,57.0,-9.0,-3.0,19.0,4.0
1.4663056,10.0,57.0,-9.0,-3.0,19.0,4.0
1.4763057,7.0,54.0,-7.0,-7.0,17.0,8.0
1.4860744,7.0,54.0,-7.0,-7.0,17.0,8.0
1.4960744,11.0,55.0,-10.0,-3.0,18.0,5.0
1.5086948,11.0,55.0,-10.0,-3.0,18.0,5.0
1.5186948,9.0,54.0,-9.0,-4.0,16.0,5.0
1.5286947,9.0,54.0,-9.0,-4.0,16.0,5.0
1.5386947,9.0,54.0,-9.0,-4.0,16.0,5.0
1.5481122,9.0,54.0,-9.0,-4.0,16.0,5.0
1.5594347,8.0,55.0,-9.0,-6.0,16.0,5.0
1.5762384,9.0,54.0,-9.0,-5.0,15.0,5.0
1.5862384,9.0,55.0,-9.0,-4.0,16.0,5.0
1.5942564,9.0,55.0,-9.0,-4.0,16.0,5.0
1.6042564,10.0,53.0,-11.0,-3.0,15.0,3.0
1.618141,10.0,53.0,-11.0,-3.0,15.0,3.0
1.6342303,11.0,55.0,-8.0,-2.0,17.0,7.0
1.6442301,11.0,53.0,-11.0,-3.0,15.0,4.0
1.6580766,11.0,53.0,-11.0,-3.0,15.0,4.0
1.6680766,9.0,54.0,-11.0,-6.0,16.0,4.0
1.6780766,9.0,54.0,-11.0,-6.0,16.0,4.0
1.6854954,9.0,54.0,-11.0,-6.0,16.0,4.0
1.6954954,11.0,51.0,-10.0,-4.0,13.0,5.0
1.7054955,11.0,51.0,-10.0,-4.0,13.0,5.0
1.7154955,11.0,51.0,-10.0,-4.0,13.0,5.0
1.7274337,11.0,51.0,-10.0,-4.0,13.0,5.0
