0.0,0.069805,0.246981,0.890332,0.376079
0.009738334,0.069044,0.246241,0.890794,0.37561
0.019318335,0.068125,0.24556,0.891747,0.373958
0.029507292,0.067793,0.244698,0.892155,0.37361
0.039805155,0.067183,0.24381,0.892922,0.372467
0.055463903,0.066601,0.242107,0.893703,0.371809
0.06342255,0.066695,0.241533,0.893725,0.372113
0.07443792,0.066657,0.241049,0.894033,0.371693
0.08526568,0.067002,0.240411,0.893728,0.372776
0.094829746,0.066921,0.239971,0.894062,0.372273
0.107719585,0.067163,0.2396,0.894158,0.372237
0.12126687,0.067171,0.239218,0.894541,0.371562
0.1364648,0.066601,0.237818,0.895687,0.369797
0.14731535,0.066316,0.236901,0.896305,0.368938
0.1572288,0.065861,0.235903,0.8971,0.367725
0.1672288,0.064057,0.233593,0.89932,0.364079
0.18023323,0.064057,0.233593,0.89932,0.364079
0.18787088,0.063201,0.232195,0.900501,0.362199
0.20418453,0.06045,0.228195,0.903587,0.357495
0.21895328,0.057534,0.225689,0.906914,0.351083
0.23212473,0.052625,0.218884,0.91148,0.344273
0.2398812,0.049525,0.214251,0.914095,0.340693
0.2523939,0.045424,0.208173,0.917403,0.336113
0.26035324,0.040195,0.200001,0.921319,0.330989
0.27167177,0.033556,0.189412,0.925971,0.324919
0.28327835,0.026668,0.176059,0.928885,0.324751
0.29485658,0.0165,0.159995,0.934881,0.316425
0.30187532,0.004141,0.140597,0.941387,0.306601
0.31162542,-0.010535,0.117885,0.947949,0.295607
0.31936997,-0.034699,0.097036,0.953626,0.282799
0.33419046,-0.053212,0.068121,0.958374,0.272112
0.34239006,-0.073358,0.035653,0.963488,0.255022
0.3540791,-0.094298,-5.17E-4,0.967934,0.232831
0.3656019,-0.115577,-0.038706,0.969719,0.211632
0.3805636,-0.157907,-0.11591,0.967264,0.161336
0.38873687,-0.179108,-0.154047,0.962293,0.134836
0.4029088,-0.20074,-0.191379,0.954577,0.108897
0.4182609,-0.221698,-0.228471,0.94471,0.078566
0.4301126,-0.253991,-0.29331,0.921211,0.028745
0.44158557,0.267124,0.325796,-0.906901,0.005666
0.4515019,0.286156,0.351824,-0.8909,0.025116
0.4643205,0.315879,0.367391,-0.874494,0.022443
0.48032922,0.34201,0.418818,-0.835081,0.101288
0.49003586,0.377742,0.417594,-0.820933,0.09483
0.50694376,0.415455,0.406814,-0.809134,0.084851
0.5223542,0.437922,0.423052,-0.775738,0.16577
0.53479433,0.47251,0.399852,-0.768766,0.160781
0.5511475,0.497775,0.389208,-0.740245,0.229724
0.5626539,0.511163,0.376118,-0.727812,0.259877
0.57794905,0.525505,0.358482,-0.716564,0.286129
0.59088993,0.558546,0.310634,-0.698881,0.321086
0.60637975,0.569029,0.295105,-0.685168,0.345921
0.6231359,0.592903,0.252908,-0.667065,0.373532
0.633949,0.600006,0.245793,-0.654306,0.389179
0.6507995,0.614645,0.223404,-0.640554,0.402481
0.661102,0.621714,0.208323,-0.639914,0.400727
