0.0,-0.5463392,-0.61667824,0.96284914
0.01,-0.49543023,0.22471523,0.6929641
0.018220676,-0.49543023,0.22471523,0.6929641
0.028764583,-0.4304276,0.5246277,0.51632285
0.038284637,-0.47643295,0.374588,0.54475856
0.047418073,-0.43594372,0.32539463,0.54248667
0.05841276,-0.5590815,0.5215483,0.3165741
0.069839686,-0.53293943,0.79883766,-0.080551386
0.08091459,-0.71915174,1.5690994,-0.8028617
0.08916802,-0.7355866,1.5703468,-0.8018675
0.10618729,-0.8063507,1.9914865,-1.1703069
0.11856063,-0.9194293,2.1558943,-1.247144
0.13122682,-1.0311819,1.8739996,-1.3879039
0.14069702,-1.2787625,1.8421707,-1.5871536
0.15576598,-1.6549523,1.7493572,-2.054072
0.16821954,-1.9338593,1.516676,-2.3007283
0.17927536,-1.9984884,1.541955,-2.342996
0.18751843,-2.072183,1.5754595,-2.400809
0.20419681,-2.810656,0.96745586,-3.2309752
0.21716395,-3.1449215,0.35621643,-3.2263389
0.22898021,-3.312403,-0.25898457,-3.3584628
0.23694187,-3.4227116,-0.17117786,-3.4981818
0.25362766,-3.8312693,-1.4262376,-3.8740668
0.26645818,-3.8886313,-1.8218613,-4.151092
0.27809152,-3.9026895,-2.4662905,-4.5011463
0.2863659,-4.0008135,-2.3268356,-4.689019
0.30137178,-3.8230953,-3.5536985,-4.446313
0.31361854,-4.1183825,-4.407095,-4.6015916
0.3227591,-4.301408,-4.881177,-4.5475135
0.33541447,-4.3355613,-4.672977,-4.786402
0.34962916,-4.2655826,-5.342176,-4.093689
0.3597053,-4.2558103,-5.0362406,-3.9375966
0.37023014,-4.2333755,-4.811878,-3.9845083
0.38647443,-4.1350307,-4.318324,-4.4623804
0.39646488,-4.052658,-4.0427074,-4.7106647
0.4054308,-3.9450243,-3.7429903,-4.965231
0.41648558,-3.8128335,-3.4130332,-5.2254925
0.425316,-3.6548746,-3.046869,-5.4898834
0.43631634,-3.4720564,-2.6467288,-5.750601
0.4449454,-3.2651052,-2.2282681,-5.9946613
0.4562717,-3.0270114,-1.8112245,-6.212679
0.46494588,-2.7498775,-1.4067578,-6.401553
0.47816786,-4.449257,-7.0891304,-4.0858183
0.48923656,-4.8547373,-6.909907,-3.7048144
0.5062352,-3.977296,-6.1645994,-3.867535
0.5165401,-6.438919,-4.111552,-3.2080622
0.5265401,-5.4301023,-3.426464,-3.1333961
0.5350587,-5.4301023,-3.426464,-3.1333961
0.54508495,-4.898179,-3.07383,-3.0308533
0.55508494,-3.7677233,-2.3965006,-2.6662703
0.56378824,-3.7677233,-2.3965006,-2.6662703
0.5792852,-7.7093515,-4.7808805,-6.1094637
0.5958334,-6.5704374,-4.192179,-5.415782
0.608135,-8.2751045,-4.3063974,-4.4326234
0.62498456,-7.1631017,-3.9385912,-3.3635821
0.635279,-12.280031,-5.289052,-0.9108901
0.64568627,-11.81567,-5.2652473,-0.28705359
0.66215944,-10.981166,-5.317765,1.1505837
0.6733611,-12.652059,-5.27508,4.2197704
0.6907201,-12.579246,-5.0832176,5.1091623
0.70654476,-12.039455,-4.7508726,3.8463235
0.7164651,-11.524045,-4.855627,3.3032446
0.733173,-11.423012,-5.1748323,4.1312456
0.74393857,-9.550383,-5.2110176,4.231455
0.75393856,-8.796342,-5.485131,5.705164
0.7626149,-8.796342,-5.485131,5.705164
0.7799548,-8.821926,-5.5329657,6.1084166
0.7968827,-5.4449615,-3.6270409,6.682952
0.81203455,-5.4788713,-3.5235245,6.92785
0.8241925,-5.497382,-3.449376,7.0323358
0.8401775,-5.534293,-3.2912743,7.2035003
0.8525973,-2.7185955,-4.9442835,7.337919
0.86988103,-1.8074903,-4.831648,7.213333
0.879881,-0.71033764,-4.317527,7.0963984
0.8885815,-0.71033764,-4.317527,7.0963984
0.903166,-0.031157494,-3.4271436,6.79538
0.91545993,0.28135014,-3.0433505,6.5756755
0.9309598,0.27756977,-2.916641,6.4915504
0.9432108,0.6550207,-2.2200236,5.882738
0.95875144,0.654932,-2.1150343,5.7736444
0.9710726,0.7105284,-2.0543246,4.9445124
0.9882899,0.61674976,-1.9379684,4.0921755
0.99828994,0.30744743,-1.6184984,3.044684
1.0070322,0.30744743,-1.6184984,3.044684
1.0216359,0.039541245,-1.4703805,1.8632933
1.0341078,-0.13001347,-0.9574809,1.3155326
1.0491138,-0.1304617,-0.89219975,1.1784663
1.0612345,-0.1334095,-0.85179996,1.1128783
1.0774541,-0.15094757,-0.7269397,0.98617846
1.0886837,-0.30004406,-1.4076729,-0.08406532
1.1059945,-0.33587456,-1.0688677,0.27579322
1.1221015,-0.29944515,-0.91319156,0.31771863
1.1319274,-0.3372755,-0.7584801,0.31648648
1.1486299,-0.39314938,-0.5492816,0.22401744
1.1594616,-0.70939445,-0.46060038,-0.045338437
1.1694616,-0.7732153,-0.25505853,-0.11847381
1.1776875,-0.7732153,-0.25505853,-0.11847381
1.1864456,-0.8052387,-0.15811658,-0.15610182
1.1964456,-0.50329304,0.550472,-0.45983577
1.2050749,-0.50329304,0.550472,-0.45983577
1.2180392,-0.5355015,0.6379554,-0.49233285
1.2293423,-0.4504652,0.7755723,-0.25934243
1.244141,-0.5221834,0.7636428,-0.36041272
1.2565926,-0.5267916,0.89377165,-0.4033499
1.2703913,-0.28374195,1.1512806,-0.46800622
1.285666,-0.34015274,1.2803502,-0.5075509
1.2964995,-0.36551285,1.336417,-0.52930033
1.3135203,-0.49765778,1.5155704,-0.31059098
1.3255161,-0.51397514,1.5493281,-0.33519173
1.3375283,-0.52818394,1.5781572,-0.35975862
1.3528782,-0.2576294,1.9842951,-0.68095577
1.3648432,-0.23135853,2.0146792,-0.68652564
1.377813,-0.34379864,1.9943197,-0.639142
1.3901092,-0.34844685,1.9187148,-0.5553215
1.4040197,-0.34708405,1.9136913,-0.5783926
1.4162802,-0.24059391,1.7712994,-0.38875324
1.4319714,-0.23706913,1.6249051,-0.316836
1.4459935,-0.22803307,1.605155,-0.3223609
1.4565543,-0.3183012,1.3742816,-0.25612816
1.4728266,-0.43461132,1.3742139,-0.29845104
1.4813294,-0.44446373,1.383424,-0.33313248
1.4957609,-0.4514351,1.3840358,-0.3247773
1.5073487,-0.47492886,1.3336022,-0.35624328
1.5227262,-0.45475197,1.2654676,-0.34286708
1.5334516,-0.44027805,1.2321322,-0.34339726
1.5505794,-0.3120165,1.1223309,-0.2346715
1.5625787,-0.29859352,1.0909448,-0.23115852
1.5745715,-0.28513908,1.0592682,-0.22701895
1.5902227,-0.4143772,0.83556676,-0.057703435
1.6041808,-0.40183067,0.8048074,-0.05627075
1.6146728,-0.28657627,0.8054261,-0.08397943
1.6311388,-0.21998882,0.78687525,-0.05204642
1.641073,-0.20914459,0.7711482,-0.08763561
1.657715,-0.136837,0.773895,-0.09445524
1.6730189,-0.05995083,0.75089693,-0.08510056
1.6847081,0.054938316,0.75367165,-0.108457476
1.700502,0.067355156,0.72096133,-0.10544425
1.7116671,0.05385399,0.6008127,-0.045029223
1.7289017,-0.04276657,0.48559713,-0.02066344
1.7442766,-0.06583691,0.3892846,-0.021510988
1.7551048,-0.06743908,0.35767436,-0.041748315
1.7679714,-0.07239628,0.32381582,-0.083685994
1.7776557,-0.016084671,0.278908,-0.10294309
1.7896789,0.0425539,0.28677082,-0.06439561
1.7989353,0.03656578,0.23004746,-0.050716043
1.811799,0.040162086,0.20694661,-0.05714813
1.8237501,0.031615257,0.12681961,-0.05075112
1.8354797,0.034872055,0.08312678,-0.024238944
1.8474207,0.02918148,0.07275796,-0.015742362
1.858327,0.032449722,0.07426715,0.023464441
1.8686062,0.011620522,0.030580044,0.06241992
1.880077,1.11579895E-4,-0.010149479,0.122282565
1.8905615,0.0052194595,-0.02423954,0.13192719
1.9018452,5.531311E-4,-0.023483992,0.09559387
1.9133621,0.031472206,0.01640606,0.17869362
1.9265467,0.041959763,0.032227755,0.12296352
1.9361573,0.0476408,0.039949656,0.17099547
1.9480493,0.033680916,0.03478098,0.17838499
1.9573449,0.035881042,0.028971434,0.18829146
1.9692422,0.05689335,0.031322002,0.2894278
1.9791731,0.058353424,0.027670145,0.2992647
1.9911208,0.059635162,0.024541616,0.30937928
2.0017664,0.029660225,0.0098388195,0.3580436
2.0131662,0.0211792,-0.028709412,0.34898293
2.0251493,0.01834774,-0.009557486,0.36995092
2.0363345,-0.004538536,0.0045411587,0.37888473
2.0458565,-0.01078701,0.028495312,0.3874129
2.0573409,-0.01964283,0.029105425,0.40969253
2.0676377,-0.019184113,0.028110266,0.41747078
2.079081,-0.018841743,0.027455568,0.42479426
2.0913744,-0.040047646,0.012338638,0.525273
2.1042588,-0.0323267,0.04243827,0.5076993
2.1138537,-0.027399063,0.027891397,0.4876035
2.125931,-0.029886246,0.011657238,0.54867667
2.1352942,-0.029971123,0.012135029,0.5537609
2.1473136,-0.032393456,0.03396249,0.5587462
2.1571922,-0.03242302,0.034161806,0.56272626
2.1690953,-0.032589912,0.03477335,0.56564474
2.1797621,-0.01832962,0.054325104,0.5891887
2.1912806,-0.0135650635,0.06401944,0.58386546
2.2016296,-0.016151428,0.07662439,0.571452
2.214657,-0.01611805,0.07656741,0.57230073
2.2242265,-0.063975334,0.11957407,0.5659031
2.2354975,-0.07605648,0.084043264,0.5853735
2.2460291,-0.076257706,0.08467841,0.5852823
2.2574918,-0.07657719,0.08565068,0.58519703
2.2693672,-3.0899048E-4,0.053130865,0.6056798
2.2823339,0.036985397,0.02976799,0.59442896
2.2919867,0.06521511,0.033644676,0.5505688
2.3040178,0.02646637,0.04441285,0.5830711
2.3134103,0.026032448,0.04560423,0.57922786
2.323953,-0.02954483,0.09013438,0.5227058
2.3332725,-0.030073166,0.09157157,0.5182915
2.3454223,-0.09040737,0.11441207,0.5228958
2.355364,-0.081318855,0.10128689,0.46917647
2.3684037,-0.04832554,0.12656689,0.47508654
2.378276,-0.036910057,0.10641217,0.4732225
2.3913472,-0.035793304,0.07621813,0.40543842
2.4013717,-0.05568695,0.10684109,0.40115854
2.4130013,-0.044737816,0.10958552,0.3657757
2.4233327,-0.046030045,0.11317468,0.3593261
2.4349313,-0.047605515,0.11758566,0.35346392
2.4454489,0.044080734,0.10561848,0.29259062
2.4575567,0.035024643,0.08461952,0.2917986
2.4684958,-0.002814293,0.09965277,0.26202774
2.4812229,0.007911682,0.12412119,0.24431731
2.4908233,0.006213188,0.15985537,0.18030222
2.502758,-0.014505386,0.17610979,0.16002513
2.5121148,-0.01603508,0.18030882,0.15469605
2.5241342,-0.024897575,0.2687888,0.0809779
2.5355382,0.004266739,0.29829168,0.04390344
2.5471654,-0.0028419495,0.28349733,0.06059213
2.5590456,0.0014533997,0.27484298,0.056181923
2.5703733,0.0058460236,0.29491878,0.109271675
2.580645,0.015205383,0.31678128,0.12131226
2.5922115,0.02964878,0.34499526,0.09318915
2.6027536,0.027585983,0.35093045,0.09166764
2.6140926,0.056832314,0.3659289,0.030991346
2.6253467,0.031337738,0.42070913,0.08112346
2.638353,0.017156601,0.40323067,0.028517067
2.6480985,0.016551971,0.41457796,0.024360538
2.6602714,-0.012495041,0.41079068,0.058953702
2.6695662,-0.0125312805,0.4110272,0.06059447
2.681605,-0.0099515915,0.4107082,0.07470305
2.6915264,-0.05508995,0.40026522,0.082064554
2.7019935,-0.05474949,0.39948368,0.08513622
2.7119358,-0.056634903,0.3814907,0.10752396
2.7223375,-0.056105614,0.38021588,0.11095394
2.7329626,-0.055470467,0.40254474,0.1100228
2.7469177,-0.042079926,0.36549354,0.12276596
2.75738,-0.02450943,0.3681898,0.11038171
2.7689424,-0.052288055,0.38250256,0.12697102
2.7784057,-0.024894714,0.3820839,0.1816209
2.7897515,-0.021344185,0.3598647,0.15765083
2.800016,-0.01991272,0.35597944,0.1624895
2.811326,-0.018411636,0.35184193,0.16696401
2.822551,-0.05026436,0.32802343,0.23087798
2.8362138,-0.046471596,0.2981801,0.25792903
2.845668,-0.05169487,0.2639022,0.24728608
2.8576944,-0.05204296,0.23408675,0.26507425
2.8669527,-0.076203346,0.23260117,0.3188491
